Orthogroup	PCC_6303	336-3
OG0004778	WP_015198960.1	WP_035153871.1
OG0004779	WP_015196722.1	WP_035153876.1
OG0004780	WP_015196721.1	WP_035153877.1
OG0004781	WP_015199563.1	WP_035153879.1
OG0004782	WP_015199562.1	WP_035153882.1
OG0004783	WP_015196727.1	WP_035153912.1
OG0004784	WP_015196726.1	WP_035153914.1
OG0004785	WP_015196724.1	WP_035153918.1
OG0004786	WP_015200460.1	WP_035153927.1
OG0004790	WP_015200580.1	WP_035154355.1
OG0004792	WP_015201114.1, WP_015198493.1	WP_035154397.1
OG0004793	WP_015195903.1	WP_035154460.1
OG0004794	WP_255348422.1	WP_035154696.1
OG0004797	WP_238993843.1	WP_035154787.1
OG0004798	WP_015200840.1	WP_035155008.1
OG0004799	WP_015197415.1	WP_035155331.1
OG0004800	WP_041739488.1	WP_035155405.1
OG0004810	WP_015196844.1	WP_035156248.1, WP_144415970.1
OG0004811	WP_015196862.1	WP_035156418.1
OG0004817	WP_238993723.1	WP_035156989.1
OG0004824	WP_015196380.1	WP_035157864.1
OG0004825	WP_041739651.1	WP_035157884.1
OG0004826	WP_015198771.1	WP_035157886.1
OG0004832	WP_015196289.1	WP_035158150.1
OG0004833	WP_015198540.1	WP_046814828.1, WP_035158169.1, WP_035158170.1
OG0004834	WP_015198284.1, WP_015198155.1, WP_238993813.1	WP_035158202.1
OG0004837	WP_203225974.1	WP_035158360.1
OG0004838	WP_015199758.1	WP_035158442.1
OG0004840	WP_015199247.1	WP_035158589.1
OG0004842	WP_015196641.1	WP_035158988.1
OG0004849	WP_015173908.1	WP_035159896.1
OG0004852	WP_015197970.1	WP_046814713.1
OG0004854	WP_015198483.1	WP_046814795.1
OG0004856	WP_015200459.1	WP_046814858.1
OG0004857	WP_015200102.1	WP_046814860.1
OG0004859	WP_015196316.1	WP_046814934.1
OG0004864	WP_015198407.1	WP_052754416.1
OG0004867	WP_158333177.1	WP_052754446.1
OG0004869	WP_203225944.1	WP_052754455.1
OG0004873	WP_015196264.1	WP_082127351.1
OG0004874	WP_015198198.1	WP_082127352.1
OG0004876	WP_015201113.1	WP_082127410.1
OG0004882	WP_015199964.1	WP_168163395.1
OG0004883	WP_015197939.1	WP_168163431.1
OG0004884	WP_015200767.1	WP_168163480.1
OG0004885	WP_015197341.1	WP_168163491.1
OG0004887	WP_015173914.1	WP_168163544.1
OG0004893	WP_015199930.1, WP_015197292.1	WP_238178408.1
OG0004894	WP_015198058.1	WP_238178424.1
OG0004895	WP_015198260.1	WP_238178463.1
OG0004897	WP_015197873.1	WP_238178481.1
OG0004898	WP_015197858.1	WP_238178482.1
OG0004900	WP_035158640.1	WP_256388851.1
OG0005637	WP_015195928.1	WP_035148916.1
OG0005638	WP_015198692.1	WP_035148976.1
OG0005645	WP_015199840.1	WP_035149329.1
OG0005646	WP_238993800.1	WP_035149544.1
OG0005649	WP_015200321.1	WP_035149713.1
OG0005653	WP_238993716.1	WP_035150003.1
OG0005654	WP_015198030.1	WP_035150053.1
OG0005656	WP_015198039.1	WP_035150075.1
OG0005657	WP_015198044.1	WP_035150082.1
OG0005658	WP_015198051.1, WP_015198052.1	WP_035150095.1
OG0005659	WP_015198055.1	WP_035150102.1
OG0005660	WP_015197472.1	WP_035150106.1
OG0005661	WP_015200637.1	WP_035150162.1
OG0005664	WP_238993766.1	WP_035150286.1
OG0005666	WP_015200463.1	WP_035150307.1
OG0005670	WP_015198066.1, WP_015197851.1	WP_035150494.1
OG0005671	WP_041739387.1, WP_015198070.1	WP_035150518.1
OG0005673	WP_015198887.1	WP_035150640.1
OG0005676	WP_015200983.1	WP_035150739.1
OG0005677	WP_015200981.1	WP_035150743.1
OG0005681	WP_015200207.1	WP_035150913.1
OG0005682	WP_015196596.1	WP_035150964.1
OG0005688	WP_041740798.1	WP_035151326.1
OG0005689	WP_015198403.1	WP_035151729.1, WP_035151376.1
OG0005692	WP_015198418.1	WP_035152487.1, WP_035151703.1
OG0005693	WP_015198016.1	WP_035151756.1
OG0005695	WP_015198270.1	WP_035151774.1
OG0005696	WP_015198262.1	WP_035152432.1, WP_035151782.1
OG0005700	WP_015198251.1	WP_035151838.1
OG0005701	WP_015198249.1	WP_035151845.1
OG0005702	WP_015198247.1	WP_035151849.1
OG0005704	WP_015198253.1	WP_035151887.1
OG0005705	WP_015198719.1	WP_035152110.1
OG0005712	WP_015197856.1	WP_035152391.1
OG0005713	WP_015198271.1	WP_035152448.1
OG0005716	WP_144050992.1	WP_035152628.1
OG0005717	WP_015196162.1	WP_035152630.1
OG0005718	WP_015196158.1	WP_035152636.1
OG0005719	WP_015196154.1	WP_035152641.1
OG0005720	WP_015196152.1	WP_035152644.1
OG0005721	WP_238993761.1	WP_035152652.1
OG0005722	WP_015196148.1	WP_035152653.1
OG0005723	WP_015200583.1	WP_035152664.1
OG0005724	WP_015198156.1, WP_015198289.1	WP_035152667.1
OG0005725	WP_015198291.1, WP_015198154.1	WP_035152675.1
OG0005726	WP_015198293.1, WP_015198153.1	WP_035152678.1
OG0005727	WP_015198152.1, WP_015198294.1	WP_035152681.1
OG0005729	WP_015198214.1	WP_035152718.1
OG0005735	WP_015199326.1	WP_035153309.1
OG0005739	WP_238993739.1, WP_238993811.1	WP_035153596.1
OG0005743	WP_015196266.1	WP_035153878.1
OG0005744	WP_015197666.1	WP_035154327.1
OG0005747	WP_015200216.1	WP_035154639.1
OG0005748	WP_015200217.1	WP_035154640.1
OG0005750	WP_015198440.1	WP_035154728.1, WP_046814835.1
OG0005752	WP_238993749.1	WP_035154995.1
OG0005753	WP_015197077.1	WP_035155010.1
OG0005755	WP_015201060.1	WP_035155243.1
OG0005760	WP_015197661.1	WP_035155923.1
OG0005763	WP_015200444.1	WP_035156292.1, WP_035157589.1
OG0005764	WP_015196618.1	WP_035156305.1
OG0005765	WP_015199242.1	WP_035156634.1
OG0005768	WP_051036738.1	WP_035157524.1, WP_052754529.1
OG0005770	WP_015198664.1	WP_168163487.1, WP_035157608.1
OG0005772	WP_015195987.1	WP_035157993.1
OG0005773	WP_015198943.1	WP_035158036.1
OG0005774	WP_015196355.1	WP_035158059.1
OG0005775	WP_015197574.1, WP_015197876.1	WP_035158098.1
OG0005778	WP_015173911.1	WP_035159903.1
OG0005779	WP_015197699.1	WP_035160001.1
OG0005782	WP_015196160.1	WP_046814785.1
OG0005783	WP_015196157.1	WP_046814786.1
OG0005787	WP_238993722.1	WP_046814878.1
OG0005788	WP_015200907.1	WP_046814881.1
OG0005790	WP_015196167.1	WP_052754439.1
OG0005796	WP_015198661.1	WP_052754532.1
OG0005801	WP_015199281.1	WP_082127476.1
OG0005805	WP_015199732.1	WP_144415975.1
OG0005809	WP_015198272.1	WP_144416004.1
OG0005810	WP_015196151.1	WP_144416024.1
OG0005811	WP_015198390.1	WP_144416117.1
OG0005813	WP_158333147.1	WP_168163439.1
OG0005814	WP_015196155.1	WP_168163457.1
OG0005816	WP_015200266.1	WP_168163464.1
OG0005822	WP_015200107.1	WP_201782662.1
OG0005824	WP_015198300.1, WP_015198298.1	WP_201782684.1
OG0005825	WP_015198279.1	WP_238178346.1
OG0005827	WP_238993770.1	WP_238178410.1
OG0005828	WP_015198059.1	WP_238178425.1
OG0005829	WP_015198450.1	WP_238178453.1
OG0005830	WP_015196840.1	WP_238178458.1, WP_238178484.1
OG0005832	WP_015197069.1, WP_015197606.1	WP_238178479.1
OG0005834	WP_238993809.1, WP_015200594.1	WP_238178487.1
OG0005835	WP_015196161.1	WP_238178488.1
OG0005836	WP_238993762.1	WP_238178489.1
OG0005837	WP_015200620.1	WP_238178493.1
OG0005839	WP_015200263.1	WP_238178500.1
OG0007341	WP_015199664.1	WP_015199664.1
OG0007342	WP_015200827.1	WP_035148864.1
OG0007345	WP_015198452.1	WP_035149009.1
OG0007347	WP_238993714.1	WP_035149123.1
OG0007349	WP_015198744.1	WP_035149212.1
OG0007356	WP_015195956.1	WP_035149855.1
OG0007359	WP_015199288.1	WP_035149999.1
OG0007362	WP_015196214.1	WP_035150109.1
OG0007363	WP_015199374.1	WP_035150260.1
OG0007365	WP_015200732.1	WP_035150522.1
OG0007366	WP_015196623.1	WP_035150542.1
OG0007367	WP_015195962.1	WP_035150547.1
OG0007372	WP_015198577.1	WP_035150724.1
OG0007374	WP_015200911.1	WP_035150790.1
OG0007380	WP_015195960.1	WP_035151024.1
OG0007387	WP_015198069.1	WP_035151643.1
OG0007388	WP_015198281.1	WP_035151646.1
OG0007390	WP_015198421.1	WP_035151700.1
OG0007391	WP_015198406.1	WP_035151724.1
OG0007392	WP_015198399.1	WP_035151732.1
OG0007393	WP_015198388.1	WP_035151749.1
OG0007394	WP_015198387.1	WP_035151751.1
OG0007395	WP_015198017.1	WP_035151758.1
OG0007396	WP_015198269.1	WP_035151776.1
OG0007398	WP_015198250.1	WP_035151842.1
OG0007406	WP_015199300.1	WP_035152134.1
OG0007420	WP_015197059.1	WP_035152372.1
OG0007423	WP_015198266.1	WP_035152440.1
OG0007425	WP_015198018.1	WP_035152501.1
OG0007426	WP_015199253.1	WP_035152553.1
OG0007427	WP_015200562.1	WP_035152602.1
OG0007432	WP_015198290.1	WP_035152670.1
OG0007438	WP_015197803.1	WP_035152848.1
OG0007440	WP_015198999.1	WP_035153023.1
OG0007445	WP_015199048.1	WP_035153606.1
OG0007450	WP_158333123.1	WP_035154097.1
OG0007453	WP_041739599.1	WP_035154357.1
OG0007457	WP_015199238.1	WP_035154796.1
OG0007462	WP_015196498.1	WP_035155413.1
OG0007463	WP_015200889.1	WP_035155905.1
OG0007472	WP_015198670.1	WP_035157595.1
OG0007473	WP_015198667.1	WP_035157599.1
OG0007474	WP_015198666.1	WP_035157602.1
OG0007476	WP_158333116.1	WP_035157890.1
OG0007480	WP_015199629.1	WP_035158572.1
OG0007481	WP_238993741.1	WP_035158595.1
OG0007482	WP_015198401.1	WP_035158642.1
OG0007487	WP_015200749.1	WP_035159416.1
OG0007492	WP_015173912.1	WP_035159904.1
OG0007496	WP_051036598.1	WP_046814706.1
OG0007499	WP_015196137.1	WP_046814861.1
OG0007507	WP_051036677.1	WP_052754469.1
OG0007512	WP_203225941.1	WP_082127256.1
OG0007516	WP_144051052.1	WP_144051052.1
OG0007518	WP_015199292.1	WP_144415968.1
OG0007519	WP_041739402.1	WP_144415974.1
OG0007520	WP_015198265.1	WP_144416021.1
OG0007522	WP_015196845.1	WP_168163406.1
OG0007523	WP_015198049.1	WP_168163411.1
OG0007526	WP_015196860.1	WP_168163500.1
OG0007528	WP_015196806.1	WP_168163515.1
OG0007534	WP_015199697.1	WP_238178343.1
OG0007537	WP_041739969.1	WP_238178353.1
OG0007540	WP_015199870.1	WP_238178373.1
OG0007541	WP_015199995.1	WP_238178396.1
OG0007549	WP_015196402.1	WP_238178508.1
OG0007551	WP_015196094.1	WP_238178520.1
OG0007552	WP_015196847.1	WP_238178547.1
OG0007553	WP_015173913.1	WP_238178557.1
OG0007555	WP_015197867.1	WP_256388857.1
