Orthogroup	PCC_6303	PCC_7716
OG0002615	WP_041740791.1	WP_223989391.1
OG0002616	WP_015200347.1	WP_223989394.1
OG0002617	WP_041739116.1	WP_223976451.1
OG0002618	WP_015199822.1	WP_223989345.1
OG0002619	WP_015198922.1	WP_224176395.1
OG0002620	WP_015198921.1	WP_223990204.1
OG0002621	WP_015198800.1	WP_127086854.1
OG0002622	WP_015198799.1	WP_223990965.1
OG0002623	WP_015196598.1	WP_224178861.1
OG0002624	WP_015200756.1	WP_224175514.1
OG0002625	WP_015199841.1	WP_224176803.1
OG0002626	WP_015199914.1	WP_223973576.1
OG0002627	WP_015200241.1	WP_223983619.1
OG0002628	WP_041739892.1	WP_019491959.1
OG0002629	WP_015195924.1	WP_223985771.1
OG0002630	WP_015199465.1	WP_224174232.1
OG0002631	WP_015199464.1	WP_223970987.1
OG0002632	WP_015199463.1	WP_073615976.1
OG0002633	WP_015199615.1	WP_224175013.1
OG0002634	WP_015200808.1	WP_224179147.1
OG0002635	WP_015200809.1	WP_223986489.1
OG0002636	WP_015200277.1	WP_224177871.1
OG0002637	WP_015196492.1	WP_223973733.1
OG0002638	WP_015196493.1	WP_224178409.1
OG0002639	WP_015200654.1	WP_223973720.1
OG0002640	WP_015198989.1	WP_223973529.1
OG0002641	WP_015198988.1	WP_223973528.1
OG0002642	WP_015195890.1	WP_223976011.1
OG0002643	WP_015196627.1	WP_223976005.1
OG0002644	WP_015200024.1	WP_224176650.1
OG0002645	WP_015197318.1	WP_223971775.1
OG0002646	WP_015195925.1	WP_224176759.1
OG0002647	WP_015196782.1	WP_223985564.1
OG0002648	WP_015196783.1	WP_224179479.1
OG0002649	WP_015200665.1	WP_224179478.1
OG0002650	WP_015200666.1	WP_224179477.1
OG0002651	WP_015200214.1	WP_224177631.1
OG0002652	WP_015199818.1	WP_224176560.1
OG0002653	WP_015200215.1	WP_224177632.1
OG0002654	WP_041739916.1	WP_127077765.1
OG0002655	WP_015196519.1	WP_223978074.1
OG0002656	WP_015195820.1	WP_224177958.1
OG0002657	WP_015200026.1	WP_224179214.1
OG0002658	WP_041739851.1	WP_223986223.1
OG0002659	WP_015196252.1	WP_223972347.1
OG0002660	WP_015196250.1	WP_224174779.1
OG0002661	WP_015195800.1	WP_223985603.1
OG0002662	WP_015200342.1	WP_224174020.1
OG0002663	WP_015197127.1	WP_224177527.1
OG0002664	WP_015199641.1	WP_224178034.1
OG0002665	WP_015199642.1	WP_223975168.1
OG0002666	WP_015197449.1	WP_223975170.1
OG0002667	WP_015197448.1	WP_224179536.1
OG0002668	WP_015197447.1	WP_223975172.1
OG0002669	WP_015197446.1	WP_019492178.1
OG0002670	WP_015197423.1	WP_223975174.1
OG0002671	WP_015199558.1	WP_223987049.1
OG0002672	WP_015199557.1	WP_223987052.1
OG0002673	WP_015199555.1	WP_223987055.1
OG0002674	WP_015199554.1	WP_223987057.1
OG0002675	WP_083866333.1	WP_224175569.1
OG0002676	WP_015196489.1	WP_224179537.1
OG0002677	WP_015200835.1	WP_223986289.1
OG0002678	WP_015198948.1	WP_224179103.1
OG0002679	WP_015198946.1	WP_223986529.1
OG0002680	WP_015201050.1	WP_073623173.1
OG0002681	WP_041740024.1	WP_223977267.1
OG0002682	WP_015200652.1	WP_224174697.1
OG0002683	WP_015200653.1	WP_019489829.1
OG0002684	WP_015199501.1	WP_223973647.1
OG0002685	WP_015199767.1	WP_224174062.1
OG0002686	WP_015199768.1	WP_127084136.1
OG0002687	WP_015197266.1	WP_223975910.1
OG0002688	WP_203225963.1	WP_073622044.1
OG0002689	WP_015197268.1	WP_019493624.1
OG0002690	WP_015197269.1	WP_127083426.1
OG0002691	WP_015197270.1	WP_223975908.1
OG0002692	WP_015197271.1	WP_224177889.1
OG0002693	WP_015197272.1	WP_223975902.1
OG0002694	WP_015197273.1	WP_223975899.1
OG0002695	WP_015199950.1	WP_223979083.1
OG0002696	WP_015196219.1	WP_223978934.1
OG0002697	WP_015200404.1	WP_224177339.1
OG0002698	WP_015199351.1	WP_224176415.1
OG0002699	WP_041740856.1	WP_224176216.1
OG0002700	WP_015200099.1	WP_223979087.1
OG0002701	WP_015200079.1	WP_223973562.1
OG0002702	WP_015196409.1	WP_223976138.1
OG0002703	WP_015198683.1	WP_223970965.1, WP_224175231.1
OG0002704	WP_015198657.1	WP_223973554.1, WP_223972982.1
OG0002705	WP_041739623.1	WP_223970884.1, WP_224175241.1
OG0002706	WP_015199319.1	WP_223976781.1
OG0002707	WP_015199320.1	WP_224177442.1
OG0002708	WP_015200182.1	WP_223976785.1
OG0002709	WP_015195833.1	WP_224176613.1
OG0002710	WP_015195834.1	WP_223990974.1
OG0002711	WP_015200929.1	WP_224178744.1
OG0002712	WP_015196918.1	WP_224176063.1
OG0002713	WP_015200655.1	WP_224176651.1
OG0002714	WP_041740338.1	WP_224177239.1
OG0002715	WP_015198698.1	WP_019493184.1
OG0002716	WP_041740625.1	WP_223982752.1
OG0002717	WP_015198695.1	WP_224177240.1
OG0002718	WP_015198694.1	WP_224177241.1
OG0002719	WP_015197225.1	WP_224178438.1
OG0002720	WP_015197223.1	WP_224178437.1
OG0002721	WP_015200191.1	WP_224178081.1
OG0002722	WP_015196561.1	WP_224177525.1
OG0002723	WP_015196560.1	WP_224177524.1
OG0002724	WP_015196559.1	WP_223976498.1
OG0002725	WP_015195836.1	WP_223985566.1
OG0002726	WP_015200956.1	WP_223978135.1
OG0002727	WP_015200269.1	WP_223970214.1, WP_224178251.1
OG0002728	WP_015200268.1	WP_224174095.1, WP_224178250.1
OG0002729	WP_015200267.1	WP_224174094.1, WP_224178249.1
OG0002730	WP_015200314.1	WP_223980130.1
OG0002731	WP_015199228.1	WP_223975227.1
OG0002732	WP_015199881.1	WP_224177472.1
OG0002733	WP_015200558.1	WP_019490787.1
OG0002734	WP_015199068.1	WP_073620144.1
OG0002735	WP_015199070.1	WP_223985517.1
OG0002736	WP_015199071.1	WP_223985514.1
OG0002737	WP_015196254.1	WP_223972346.1
OG0002738	WP_015198522.1	WP_223978097.1
OG0002739	WP_015198519.1	WP_223978098.1
OG0002740	WP_015198849.1	WP_224176649.1
OG0002741	WP_015198840.1	WP_127082202.1
OG0002742	WP_015198839.1	WP_010998529.1
OG0002743	WP_015198837.1	WP_223977322.1
OG0002744	WP_085953343.1	WP_073622653.1
OG0002745	WP_015195891.1	WP_223976160.1
OG0002746	WP_015198597.1	WP_223986870.1
OG0002747	WP_015200585.1	WP_026093073.1
OG0002748	WP_085953321.1	WP_127081798.1
OG0002749	WP_015196467.1	WP_223981443.1
OG0002750	WP_015199836.1	WP_224174798.1
OG0002751	WP_015198808.1	WP_224176181.1
OG0002752	WP_015198810.1	WP_224176180.1
OG0002753	WP_015196378.1	WP_223990169.1
OG0002754	WP_015199778.1	WP_224176944.1
OG0002755	WP_015195784.1	WP_223975588.1
OG0002756	WP_015195785.1	WP_223975586.1
OG0002757	WP_015195786.1	WP_223975584.1
OG0002759	WP_015195788.1	WP_224177227.1
OG0002760	WP_015195789.1	WP_223981639.1
OG0002761	WP_144051086.1	WP_224179506.1
OG0002762	WP_015195791.1	WP_224177228.1
OG0002763	WP_015198557.1	WP_223970077.1
OG0002764	WP_015197620.1	WP_223973219.1
OG0002765	WP_015201048.1	WP_224176665.1
OG0002766	WP_015200612.1	WP_224178867.1
OG0002767	WP_015200613.1	WP_223991351.1
OG0002768	WP_015198627.1	WP_224176528.1
OG0002769	WP_015198626.1	WP_019495363.1
OG0002770	WP_015198625.1	WP_223977698.1
OG0002771	WP_015198624.1	WP_127080679.1
OG0002772	WP_015199888.1	WP_223977695.1
OG0002773	WP_015199887.1	WP_019495367.1
OG0002774	WP_015199886.1	WP_223977691.1
OG0002775	WP_015199884.1	WP_223977687.1
OG0002776	WP_015196944.1	WP_223982813.1
OG0002777	WP_015195975.1	WP_223970871.1
OG0002778	WP_015195974.1	WP_223973550.1
OG0002779	WP_015195973.1	WP_019490231.1
OG0002780	WP_015195972.1	WP_223970838.1
OG0002781	WP_015195971.1	WP_224174220.1
OG0002782	WP_015195970.1	WP_223970831.1
OG0002783	WP_015195969.1	WP_223973548.1
OG0002784	WP_015195968.1	WP_223970829.1
OG0002785	WP_015195967.1	WP_224174219.1
OG0002787	WP_015195999.1	WP_224174173.1
OG0002788	WP_015196130.1	WP_223970174.1
OG0002789	WP_015196132.1	WP_223970164.1
OG0002790	WP_015196876.1	WP_223974023.1
OG0002791	WP_015196877.1	WP_223974021.1
OG0002792	WP_015196947.1	WP_223987038.1
OG0002793	WP_015199235.1	WP_224177657.1
OG0002794	WP_015200948.1	WP_223989273.1
OG0002795	WP_015200947.1	WP_223989274.1
OG0002796	WP_238993748.1	WP_224177656.1
OG0002797	WP_015199582.1	WP_127077749.1
OG0002798	WP_015197000.1	WP_224176523.1
OG0002799	WP_015196193.1	WP_223984469.1
OG0002800	WP_015197639.1	WP_224179708.1
OG0002801	WP_015197640.1	WP_224176518.1
OG0002802	WP_015195888.1	WP_223973041.1
OG0002803	WP_041740695.1	WP_223972831.1
OG0002804	WP_041738895.1	WP_223991243.1
OG0002805	WP_015195911.1	WP_224176640.1
OG0002806	WP_015195910.1	WP_223977352.1
OG0002807	WP_015195909.1	WP_019495168.1
OG0002808	WP_015195908.1	WP_073624265.1
OG0002809	WP_015196958.1	WP_223971474.1
OG0002810	WP_015200248.1	WP_224174649.1
OG0002811	WP_015200782.1	WP_223989917.1
OG0002812	WP_015200783.1	WP_223989788.1
OG0002813	WP_015200784.1	WP_223989790.1
OG0002814	WP_015200416.1	WP_223972465.1
OG0002815	WP_015196271.1	WP_224178058.1
OG0002816	WP_015196983.1	WP_223976640.1
OG0002817	WP_041740298.1	WP_224177484.1
OG0002818	WP_015198807.1	WP_224175039.1
OG0002819	WP_015198803.1	WP_223987246.1, WP_224175499.1
OG0002820	WP_015200842.1	WP_223978332.1
OG0002821	WP_015200843.1	WP_223978333.1
OG0002822	WP_015200475.1	WP_223989696.1
OG0002823	WP_015200476.1	WP_223989698.1
OG0002824	WP_015200477.1	WP_127083479.1
OG0002825	WP_015200478.1	WP_223991358.1
OG0002826	WP_015200479.1	WP_127083481.1
OG0002827	WP_015200480.1	WP_073621175.1
OG0002828	WP_041739937.1	WP_127083483.1
OG0002829	WP_015197618.1	WP_019493685.1
OG0002830	WP_015197619.1	WP_223987668.1
OG0002831	WP_015199789.1	WP_224177716.1
OG0002832	WP_015199757.1	WP_223987135.1
OG0002833	WP_015201092.1	WP_073622198.1
OG0002835	WP_041739766.1	WP_223976475.1
OG0002836	WP_015199408.1	WP_223976477.1
OG0002837	WP_015199409.1	WP_223976479.1
OG0002838	WP_015199410.1	WP_223976481.1
OG0002839	WP_015196195.1	WP_224175249.1
OG0002840	WP_015195798.1	WP_224179490.1
OG0002841	WP_015195799.1	WP_224179598.1
OG0002842	WP_015199882.1	WP_223989252.1
OG0002843	WP_041740668.1	WP_224177711.1
OG0002844	WP_015197249.1	WP_223973755.1
OG0002845	WP_015200495.1	WP_223982335.1
OG0002846	WP_015200410.1	WP_224174659.1
OG0002847	WP_015199908.1	WP_223990548.1
OG0002848	WP_015199907.1	WP_223990546.1
OG0002849	WP_015199906.1	WP_223990544.1
OG0002850	WP_015200724.1	WP_223976704.1
OG0002851	WP_015197303.1	WP_224179488.1
OG0002852	WP_015199951.1	WP_223978928.1
OG0002853	WP_015197532.1	WP_019488796.1
OG0002854	WP_015197531.1	WP_223978232.1
OG0002855	WP_015200949.1	WP_223978237.1
OG0002856	WP_015200958.1	WP_224179662.1
OG0002857	WP_015200988.1	WP_019495696.1
OG0002858	WP_015198895.1	WP_224178485.1
OG0002859	WP_015197431.1	WP_073621285.1
OG0002860	WP_015197430.1	WP_223987323.1
OG0002861	WP_015197429.1	WP_224177766.1
OG0002862	WP_015197428.1	WP_223987317.1
OG0002863	WP_015197427.1	WP_224177765.1
OG0002865	WP_015197471.1	WP_224177764.1
OG0002866	WP_015198897.1	WP_127085954.1
OG0002867	WP_015198898.1	WP_223971267.1
OG0002868	WP_041739704.1	WP_224178480.1
OG0002869	WP_015196350.1	WP_224178483.1
OG0002870	WP_015196352.1	WP_224178484.1
OG0002871	WP_015195797.1	WP_223972588.1
OG0002872	WP_015196435.1	WP_223985171.1
OG0002873	WP_015200908.1	WP_223990365.1
OG0002874	WP_015197250.1	WP_223975932.1
OG0002875	WP_015200038.1	WP_223975935.1
OG0002876	WP_015200039.1	WP_223975938.1
OG0002877	WP_015199460.1	WP_224175565.1
OG0002878	WP_015200082.1	WP_224179362.1
OG0002879	WP_015195867.1	WP_224179183.1
OG0002880	WP_015198504.1	WP_223990984.1
OG0002881	WP_015200750.1	WP_224177121.1
OG0002882	WP_015196890.1	WP_224176599.1
OG0002883	WP_015199485.1	WP_224176014.1
OG0002884	WP_015196854.1	WP_224177866.1
OG0002885	WP_015196991.1	WP_223976312.1
OG0002886	WP_015197345.1	WP_224176449.1
OG0002887	WP_015199945.1	WP_224177229.1
OG0002888	WP_015199769.1	WP_224174015.1
OG0002889	WP_015200050.1	WP_223971098.1
OG0002890	WP_015200429.1	WP_223982143.1
OG0002891	WP_238993697.1	WP_224179715.1
OG0002893	WP_015196871.1	WP_223987309.1
OG0002894	WP_015196681.1	WP_127085574.1
OG0002895	WP_015200042.1	WP_223977780.1
OG0002896	WP_015196960.1	WP_224178088.1
OG0002897	WP_015196961.1	WP_127079628.1
OG0002898	WP_015198962.1	WP_224177538.1
OG0002899	WP_015200282.1	WP_223975995.1
OG0002900	WP_015199671.1	WP_224173928.1
OG0002901	WP_051036821.1	WP_223986108.1
OG0002902	WP_015199367.1	WP_224178672.1
OG0002903	WP_015199385.1	WP_224178387.1
OG0002904	WP_015199303.1	WP_223989692.1
OG0002905	WP_015196755.1	WP_019490738.1
OG0002906	WP_015200134.1	WP_224178516.1
OG0002907	WP_015200839.1	WP_073619603.1
OG0002908	WP_015200470.1	WP_127079798.1
OG0002909	WP_015199146.1	WP_224179711.1
OG0002910	WP_083866327.1	WP_223978652.1
OG0002911	WP_083866375.1	WP_224175508.1
OG0002912	WP_015199794.1	WP_223975458.1
OG0002913	WP_015200341.1	WP_223986402.1
OG0002914	WP_041740943.1	WP_224176443.1
OG0002915	WP_015199505.1	WP_223985586.1
OG0002916	WP_041740724.1	WP_224177598.1
OG0002917	WP_015199649.1	WP_224179596.1
OG0002918	WP_015200419.1	WP_223973649.1
OG0002919	WP_015196697.1	WP_224178016.1
OG0002920	WP_015197810.1	WP_223971725.1
OG0002921	WP_041740835.1	WP_127085183.1
OG0002922	WP_015199233.1	WP_224179649.1
OG0002923	WP_015200393.1	WP_223972813.1
OG0002924	WP_015197106.1	WP_224175107.1
OG0002925	WP_015200220.1	WP_019490613.1
OG0002926	WP_015198554.1	WP_223972964.1
OG0002927	WP_015200249.1	WP_223978286.1
OG0002928	WP_015200316.1	WP_224176811.1
OG0002929	WP_041739836.1	WP_223977910.1
OG0002932	WP_238993706.1	WP_223986997.1
OG0002933	WP_015199329.1	WP_223985798.1
OG0002934	WP_041740325.1	WP_223975164.1
OG0002935	WP_015197832.1	WP_224178237.1
OG0002936	WP_051036777.1	WP_223990654.1
OG0002937	WP_015197372.1	WP_223985836.1
OG0002938	WP_015196369.1	WP_224176461.1
OG0002939	WP_041740380.1	WP_224178142.1
OG0002940	WP_015199286.1	WP_223986949.1
OG0002941	WP_015196715.1	WP_223982910.1
OG0002942	WP_015200635.1	WP_223981233.1
OG0002943	WP_015200633.1	WP_223981224.1
OG0002944	WP_015200798.1	WP_224178823.1
OG0002945	WP_015200802.1	WP_019491693.1
OG0002946	WP_015200053.1	WP_223982699.1
OG0002947	WP_041740882.1	WP_223981463.1
OG0002948	WP_238993842.1	WP_224175168.1
OG0002949	WP_015200168.1	WP_224175170.1
OG0002950	WP_015201070.1	WP_224175554.1
OG0002951	WP_015200362.1	WP_223990638.1
OG0002952	WP_015197138.1	WP_224175003.1
OG0002953	WP_041740006.1	WP_223981088.1
OG0002954	WP_015198476.1	WP_223975396.1
OG0002955	WP_015196533.1	WP_223976030.1
OG0002956	WP_015195904.1	WP_223972568.1
OG0002957	WP_015197343.1	WP_019494315.1
OG0002958	WP_015200085.1	WP_224175134.1
OG0002959	WP_015200086.1	WP_224175133.1
OG0002960	WP_015200115.1	WP_019490036.1
OG0002961	WP_015199507.1	WP_223985593.1
OG0002962	WP_015198984.1	WP_224179210.1
OG0002963	WP_015199971.1	WP_224175035.1
OG0002964	WP_015200183.1	WP_223973765.1
OG0002965	WP_015200213.1	WP_224179299.1
OG0002966	WP_015198789.1	WP_224178037.1
OG0002967	WP_015199540.1	WP_224177640.1
OG0002968	WP_041739883.1	WP_224178398.1
OG0002969	WP_041740252.1	WP_224177850.1
OG0002970	WP_015197794.1	WP_223973674.1
OG0002971	WP_015200308.1	WP_019492420.1
OG0002972	WP_015200305.1	WP_224177384.1
OG0002973	WP_015199921.1	WP_223989491.1
OG0002974	WP_041739300.1	WP_223973594.1
OG0002975	WP_015196577.1	WP_224174765.1
OG0002976	WP_015196749.1	WP_224177491.1
OG0002977	WP_015197410.1	WP_223972416.1
OG0002978	WP_015199833.1	WP_224178797.1
OG0002979	WP_015198606.1	WP_223978649.1
OG0002980	WP_015196475.1	WP_223987608.1
OG0002981	WP_015198633.1	WP_223977602.1
OG0002982	WP_015195895.1	WP_224177508.1
OG0002983	WP_015196671.1	WP_224177506.1
OG0002984	WP_015197522.1	WP_224176549.1
OG0002985	WP_041739976.1	WP_224176546.1
OG0002986	WP_015197529.1	WP_127084395.1
OG0002987	WP_015199364.1	WP_224178078.1
OG0002988	WP_015200897.1	WP_223990277.1
OG0002989	WP_015201026.1	WP_224175148.1
OG0002990	WP_015201028.1	WP_019489196.1
OG0002992	WP_015200068.1	WP_224179239.1
OG0002993	WP_015198573.1	WP_223976082.1
OG0002994	WP_015197091.1	WP_224177938.1
OG0002995	WP_015199170.1	WP_224177619.1
OG0002996	WP_041739050.1	WP_019492665.1
OG0002997	WP_015199345.1	WP_224176853.1
OG0002998	WP_015198652.1	WP_223989406.1
OG0002999	WP_015199675.1	WP_224174060.1
OG0003000	WP_015197274.1	WP_224176972.1
OG0003001	WP_015197131.1	WP_223989583.1
OG0003002	WP_015196374.1	WP_224177873.1
OG0003003	WP_015199559.1	WP_223987047.1
OG0003004	WP_041739034.1	WP_223975014.1
OG0003005	WP_015197226.1	WP_223984829.1
OG0003006	WP_015197224.1	WP_223983139.1
OG0003007	WP_041739211.1	WP_223981440.1
OG0003008	WP_015200028.1	WP_224179215.1
OG0003009	WP_083866330.1	WP_233155682.1
OG0003010	WP_015200962.1	WP_223990650.1
OG0003011	WP_041739177.1	WP_127086018.1
OG0003012	WP_015200779.1	WP_223989784.1
OG0003013	WP_015200413.1	WP_223972464.1
OG0003014	WP_238993763.1	WP_224175361.1
OG0003015	WP_015199725.1	WP_224177862.1
OG0003016	WP_015201093.1	WP_223987132.1
OG0003017	WP_015200986.1	WP_026093602.1
OG0003018	WP_015198893.1	WP_224178486.1
OG0003019	WP_051036708.1	WP_223971261.1
OG0003020	WP_144050983.1	WP_224179185.1
OG0003021	WP_015196865.1	WP_223972746.1
OG0003022	WP_015199963.1	WP_224175083.1
OG0003023	WP_015198906.1	WP_255666276.1, WP_224179349.1
OG0003024	WP_015198078.1	WP_223984160.1, WP_223976908.1, WP_224177574.1
OG0003025	WP_015196602.1	WP_223973374.1
OG0003027	WP_015197001.1	WP_224176362.1
OG0003028	WP_015198033.1	WP_224176922.1
OG0003029	WP_015199314.1	WP_224176961.1
OG0003030	WP_015198760.1	WP_224176982.1
OG0003031	WP_015196661.1	WP_223972724.1
OG0003032	WP_015200681.1	WP_224176442.1
OG0003034	WP_015200742.1	WP_224175377.1
OG0003035	WP_015197149.1	WP_223990580.1
OG0003036	WP_015199918.1	WP_223989239.1
OG0003037	WP_015200831.1	WP_224178794.1
OG0003038	WP_041739752.1	WP_224173955.1
OG0003039	WP_015199748.1	WP_224178783.1
OG0003040	WP_015196711.1	WP_223984402.1
OG0003041	WP_015200161.1	WP_223978257.1
OG0003042	WP_015198773.1	WP_224177162.1
OG0003043	WP_015201072.1	WP_223978208.1
OG0003044	WP_015196294.1	WP_224176352.1
OG0003045	WP_015200717.1	WP_223976893.1
OG0003046	WP_015198438.1	WP_224176042.1, WP_224178702.1
OG0003047	WP_041739909.1	WP_223974058.1
OG0003048	WP_015201041.1	WP_224177682.1
OG0003049	WP_015197778.1	WP_224179489.1
OG0003050	WP_015196545.1	WP_223989901.1
OG0003051	WP_015196463.1	WP_224175904.1, WP_223973123.1
OG0003052	WP_203225945.1	WP_224176558.1
OG0003053	WP_015199774.1	WP_224178070.1
OG0003054	WP_015201109.1	WP_224175437.1
OG0003055	WP_015201107.1	WP_223977990.1
OG0003056	WP_015200061.1	WP_223987770.1
OG0003057	WP_015199065.1	WP_224178303.1
OG0003058	WP_015200205.1	WP_223991177.1
OG0003059	WP_238993823.1	WP_224175640.1
OG0003060	WP_015196261.1	WP_224176356.1
OG0003061	WP_015196224.1	WP_224178470.1
OG0003062	WP_015198923.1	WP_223990200.1
OG0003063	WP_041739114.1	WP_223986892.1
OG0003064	WP_015200239.1	WP_223983622.1
OG0003065	WP_015199865.1	WP_224179268.1
OG0003066	WP_041739232.1	WP_224178417.1
OG0003067	WP_015197535.1	WP_223977261.1
OG0003068	WP_015196179.1	WP_223978954.1
OG0003069	WP_015197093.1	WP_223980177.1
OG0003070	WP_015199876.1	WP_223977685.1
OG0003071	WP_015198622.1	WP_224177457.1
OG0003072	WP_041739701.1	WP_224173964.1
OG0003073	WP_015198947.1	WP_224179104.1
OG0003074	WP_015199855.1	WP_223971106.1
OG0003075	WP_015198581.1	WP_223973075.1
OG0003076	WP_015196066.1	WP_223973350.1
OG0003078	WP_015198057.1	WP_224176929.1
OG0003079	WP_015195945.1	WP_224177139.1
OG0003080	WP_015197162.1	WP_224178750.1
OG0003082	WP_015197235.1, WP_015199860.1, WP_238993846.1	WP_223972227.1
OG0003083	WP_015199153.1	WP_223977087.1
OG0003084	WP_015200098.1	WP_223979098.1
OG0003085	WP_015197688.1	WP_224179271.1
OG0003086	WP_015196977.1	WP_224177485.1
OG0003087	WP_015199283.1	WP_224177731.1
OG0003088	WP_041740362.1	WP_223989524.1
OG0003089	WP_015196441.1	WP_224176573.1
OG0003090	WP_015197373.1	WP_224174827.1
OG0003091	WP_015196956.1	WP_223971478.1
OG0003092	WP_015197188.1	WP_224176582.1
OG0003093	WP_015200987.1	WP_223990084.1
OG0003094	WP_238993740.1	WP_223988220.1
OG0003095	WP_041739820.1	WP_223983856.1
OG0003096	WP_015199284.1	WP_073618807.1
OG0003097	WP_015200351.1	WP_223976085.1
OG0003098	WP_015199395.1	WP_224177979.1
OG0003099	WP_015199308.1	WP_223977649.1
OG0003100	WP_015199570.1	WP_224177053.1
OG0003101	WP_238993721.1	WP_223976509.1
OG0003102	WP_015198775.1	WP_223973378.1
OG0003103	WP_015200022.1	WP_073618255.1
OG0003104	WP_238993730.1	WP_223980986.1
OG0003105	WP_015200243.1	WP_223984817.1
OG0003106	WP_015200337.1	WP_224177605.1
OG0003107	WP_015196779.1	WP_223986022.1
OG0003108	WP_015196292.1	WP_223990027.1
OG0003109	WP_015198705.1	WP_224174642.1
OG0003110	WP_015198601.1	WP_073621393.1
OG0003111	WP_015200922.1	WP_223972505.1
OG0003112	WP_015200924.1	WP_019490060.1
OG0003113	WP_015201078.1	WP_223975656.1
OG0003114	WP_015200138.1	WP_224175263.1
OG0003115	WP_015197646.1	WP_073617404.1
OG0003116	WP_015196972.1	WP_224174796.1
OG0003117	WP_015199834.1	WP_083872187.1
OG0003118	WP_015199844.1	WP_019489681.1
OG0003119	WP_238993780.1	WP_224177358.1
OG0003120	WP_015196547.1	WP_172644234.1
OG0003121	WP_015199277.1	WP_223975522.1
OG0003122	WP_015195815.1	WP_223981588.1
OG0003123	WP_015199499.1	WP_224177688.1
OG0003124	WP_015196030.1	WP_224176764.1
OG0003125	WP_015199772.1	WP_224178072.1
OG0003126	WP_041740972.1	WP_223975670.1
OG0003127	WP_015200862.1	WP_015200862.1
OG0003128	WP_015196946.1	WP_224177684.1
OG0003129	WP_015200346.1	WP_223989393.1
OG0003130	WP_083866296.1	WP_223984820.1
OG0003131	WP_015200614.1	WP_224178866.1
OG0003132	WP_015199889.1	WP_073619720.1
OG0003133	WP_015196873.1	WP_223974033.1
OG0003134	WP_015200950.1	WP_223978236.1
OG0003135	WP_015195872.1	WP_224179181.1
OG0003136	WP_041740834.1	WP_073623859.1
